slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/readability,60010685,SaGaKSA,,https://github.com/me50/SaGaKSA/tree/cf7c8a309c8bfd020aec8aed6d029b076501f176,"Wed, 02 Sep 2020 05:04:52PM +03",11,11,0.40909090909090906
