slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/recover,60010685,SaGaKSA,,https://github.com/me50/SaGaKSA/tree/a94e6d14fc61956c378aa7231586be0042fbde24,"Sun, 06 Sep 2020 08:27:52PM +03",6,6,0.8627450980392157
