slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/plurality,60010685,SaGaKSA,,https://github.com/me50/SaGaKSA/tree/49c504f9b95637198c1bd7f53ce6c1a89f0dcce2,"Fri, 04 Sep 2020 12:33:02AM +03",14,14,0.875
