slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/filter/less,60010685,SaGaKSA,,https://github.com/me50/SaGaKSA/tree/2a27ea87c1ebbd53c10177ddde97c6aaf16d66ea,"Sun, 06 Sep 2020 05:11:32AM +03",22,22,0.4392523364485982
