slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/cash,60010685,SaGaKSA,,https://github.com/me50/SaGaKSA/tree/0a6b9a95265cd8206b79f9c84ee7ad73eeb2667f,"Tue, 01 Sep 2020 11:32:29PM +03",11,11,0.40909090909090906
