slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/mario/less,60010685,SaGaKSA,,https://github.com/me50/SaGaKSA/tree/1cfc14235b86e07887f07d5895fe96695af857c2,"Sun, 30 Aug 2020 09:26:59PM +03",10,10,0.3653846153846154
